name,sku,price,stock
"Sony Monitor",SKU-000184,2154258,985
"Dell Camera",SKU-000185,15865453,373
"HP Laptop",SKU-000186,48605527,824
"HP Smartphone",SKU-000187,36495482,532
"HP Laptop",SKU-000188,19507551,605
"Samsung Smartphone",SKU-000189,35623734,744
"Apple Tablet",SKU-000190,39343665,553
"Dell Monitor",SKU-000191,8822261,13
"Samsung Smartphone",SKU-000192,10226248,130
"HP Monitor",SKU-000193,33294203,643
"Samsung Monitor",SKU-000194,44813621,953
"HP Camera",SKU-000195,9702278,422
"Apple Smartphone",SKU-000196,36277705,44
"Samsung Monitor",SKU-000197,18050276,77
"Sony Tablet",SKU-000198,33881052,953
"Samsung Smartphone",SKU-000199,17051515,299
"Apple Monitor",SKU-000200,33164371,634
"Dell Laptop",SKU-000201,40247779,382
"Sony Smartphone",SKU-000202,9090163,910
"Apple Camera",SKU-000203,13160862,21
"Apple Laptop",SKU-000204,16264097,810
"Dell Tablet",SKU-000205,42211941,629
"Dell Camera",SKU-000206,38170853,518
"Samsung Monitor",SKU-000207,47631246,31
"Samsung Laptop",SKU-000208,45767316,848
"Apple Tablet",SKU-000209,2429595,524
"Samsung Camera",SKU-000210,5381609,843
"Sony Camera",SKU-000211,24798284,841
"Apple Laptop",SKU-000212,18265289,944
"HP Camera",SKU-000213,18899105,908
"Sony Camera",SKU-000214,18118506,26
"Apple Smartphone",SKU-000215,27460270,720
"Apple Camera",SKU-000216,24543055,870
"Sony Camera",SKU-000217,20042778,743
"Sony Smartphone",SKU-000218,45209311,54
"Apple Monitor",SKU-000219,45276593,58
"Samsung Monitor",SKU-000220,17516394,289
"Dell Monitor",SKU-000221,42316900,865
"Dell Monitor",SKU-000222,10469328,557
"Samsung Camera",SKU-000223,39261325,992
"HP Monitor",SKU-000224,22409638,115
"Sony Camera",SKU-000225,48283601,764
"Sony Monitor",SKU-000226,12866147,417
"HP Laptop",SKU-000227,6617686,382
"Sony Monitor",SKU-000228,33601875,559
"Sony Camera",SKU-000229,33530767,328
"Apple Camera",SKU-000230,34926610,429
"HP Camera",SKU-000231,38422985,925
"HP Monitor",SKU-000232,45027731,716
"Dell Camera",SKU-000233,38545091,77
"HP Tablet",SKU-000234,23288346,1000
"HP Laptop",SKU-000235,20124714,708
"HP Monitor",SKU-000236,1103081,982
"Sony Laptop",SKU-000237,36923858,589
"Apple Tablet",SKU-000238,6345060,817
"Dell Laptop",SKU-000239,21194067,79
"HP Camera",SKU-000240,37205872,856
"Sony Laptop",SKU-000241,5831685,710
"Sony Smartphone",SKU-000242,15176796,790
"Sony Laptop",SKU-000243,19502968,140
"Apple Monitor",SKU-000244,39994886,541
"Sony Tablet",SKU-000245,43419885,971
"Apple Monitor",SKU-000246,19534656,636
"Apple Laptop",SKU-000247,20093459,318
"Sony Monitor",SKU-000248,45713203,947
"Sony Smartphone",SKU-000249,22532465,881
"Sony Monitor",SKU-000250,15068323,329
"Dell Tablet",SKU-000251,35125225,254
"Apple Camera",SKU-000252,24525894,413
"Samsung Smartphone",SKU-000253,30656634,606
"Sony Camera",SKU-000254,1577633,668
"Apple Smartphone",SKU-000255,27009754,398
"Sony Smartphone",SKU-000256,19283671,281
"Dell Camera",SKU-000257,4546501,486
"Dell Smartphone",SKU-000258,12718318,154
"Sony Camera",SKU-000259,4573125,892
"Sony Tablet",SKU-000260,34202754,622
"Samsung Camera",SKU-000261,48625984,255
"Samsung Smartphone",SKU-000262,43213322,352
"HP Smartphone",SKU-000263,5757222,420
"Apple Laptop",SKU-000264,19548728,364
"Samsung Camera",SKU-000265,37141878,881
"Sony Smartphone",SKU-000266,28086967,971
"Samsung Tablet",SKU-000267,11166304,836
"Dell Smartphone",SKU-000268,47887216,926
"Samsung Camera",SKU-000269,16112457,612
"Sony Monitor",SKU-000270,32551331,422
"Sony Tablet",SKU-000271,9966937,555
"Dell Smartphone",SKU-000272,35450576,410
"HP Laptop",SKU-000273,22406759,272
"HP Laptop",SKU-000274,26426849,439
"Sony Smartphone",SKU-000275,11846698,695
"Dell Tablet",SKU-000276,25400392,594
"Apple Laptop",SKU-000277,33153051,468
"HP Laptop",SKU-000278,11680295,330
"Sony Smartphone",SKU-000279,15533135,249
"Dell Tablet",SKU-000280,20325432,470
"Apple Tablet",SKU-000281,37446891,851
"Samsung Monitor",SKU-000282,22592212,700
"Dell Laptop",SKU-000283,31439310,939
"Apple Tablet",SKU-000284,7790879,369
"Apple Monitor",SKU-000285,28650735,7
"Dell Camera",SKU-000286,40451574,927
"Dell Smartphone",SKU-000287,7582042,492
"Sony Tablet",SKU-000288,49794761,147
"Sony Camera",SKU-000289,7697488,96
"Sony Tablet",SKU-000290,6325940,396
"Sony Monitor",SKU-000291,26153110,399
"Apple Smartphone",SKU-000292,1512225,782
"Sony Smartphone",SKU-000293,39188653,885
"Apple Monitor",SKU-000294,28978503,856
"Samsung Tablet",SKU-000295,2373453,84
"Dell Laptop",SKU-000296,29639057,85
"Apple Tablet",SKU-000297,22705389,462
"Apple Tablet",SKU-000298,26275508,263
"HP Smartphone",SKU-000299,41571393,915
"Apple Smartphone",SKU-000300,44368400,728
"Dell Camera",SKU-000301,19064362,474
"Apple Laptop",SKU-000302,35266022,979
"Samsung Tablet",SKU-000303,48138595,70
"Dell Monitor",SKU-000304,15528096,179
"Dell Tablet",SKU-000305,47662123,412
"HP Tablet",SKU-000306,1711152,953
"Dell Smartphone",SKU-000307,13842425,965
"Apple Camera",SKU-000308,36448159,278
"Dell Smartphone",SKU-000309,22245708,834
"Sony Tablet",SKU-000310,23930478,867
"Sony Smartphone",SKU-000311,1814594,813
"HP Camera",SKU-000312,44421759,261
"Apple Smartphone",SKU-000313,29446778,622
"Sony Smartphone",SKU-000314,40433375,680
"Dell Camera",SKU-000315,38104576,378
"HP Tablet",SKU-000316,21323329,550
"Apple Camera",SKU-000317,3434879,292
"HP Tablet",SKU-000318,17273050,409
"HP Laptop",SKU-000319,35962871,453
"Sony Laptop",SKU-000320,3119197,492
"Dell Camera",SKU-000321,44796600,957
"Dell Laptop",SKU-000322,14100263,509
"Sony Laptop",SKU-000323,28414603,114
"Samsung Laptop",SKU-000324,26387401,573
"Samsung Tablet",SKU-000325,21456335,680
"Sony Laptop",SKU-000326,46088254,733
"Dell Laptop",SKU-000327,7904260,294
"Sony Tablet",SKU-000328,15546126,249
"Apple Monitor",SKU-000329,34939003,638
"Dell Tablet",SKU-000330,40796420,680
"Dell Smartphone",SKU-000331,27604503,481
"Apple Tablet",SKU-000332,19644203,459
"HP Camera",SKU-000333,43378248,355
"HP Laptop",SKU-000334,28644733,110
"Samsung Camera",SKU-000335,7770285,768
"Dell Smartphone",SKU-000336,14226473,944
"Sony Monitor",SKU-000337,45122081,14
"HP Monitor",SKU-000338,45593634,21
"HP Monitor",SKU-000339,27577693,287
"Sony Laptop",SKU-000340,20112388,469
"Apple Smartphone",SKU-000341,26255403,100
"HP Tablet",SKU-000342,41820750,16
"Samsung Laptop",SKU-000343,23670060,653
"Sony Tablet",SKU-000344,18667515,985
"Apple Laptop",SKU-000345,29352582,156
"Sony Monitor",SKU-000346,20710152,513
"Dell Monitor",SKU-000347,45623298,55
"HP Tablet",SKU-000348,48000714,954
"Samsung Tablet",SKU-000349,30966318,466
"Apple Laptop",SKU-000350,24618989,774
"Samsung Monitor",SKU-000351,39828123,304
"Sony Tablet",SKU-000352,31649532,554
"Sony Tablet",SKU-000353,17133965,713
"Apple Camera",SKU-000354,3647308,547
"HP Monitor",SKU-000355,18998149,690
"Sony Monitor",SKU-000356,41735442,152
"HP Laptop",SKU-000357,19025132,570
"HP Smartphone",SKU-000358,3844354,114
"Sony Tablet",SKU-000359,47599778,340
"HP Tablet",SKU-000360,13743605,133
"Samsung Smartphone",SKU-000361,25579853,481
"Dell Laptop",SKU-000362,32859702,583
"Samsung Monitor",SKU-000363,9741440,200
"Apple Tablet",SKU-000364,38851519,436
"Apple Tablet",SKU-000365,23032395,942
"Apple Monitor",SKU-000366,32411390,450
"Samsung Camera",SKU-000367,29280237,611
"Samsung Laptop",SKU-000368,38700351,194
"HP Smartphone",SKU-000369,48976167,659
"Apple Camera",SKU-000370,35471760,407
"Dell Monitor",SKU-000371,37441765,38
"Samsung Monitor",SKU-000372,5668395,811
"HP Smartphone",SKU-000373,7498977,359
"Sony Tablet",SKU-000374,45330850,969
"Samsung Camera",SKU-000375,14080926,79
"Apple Camera",SKU-000376,36265981,0
"Samsung Smartphone",SKU-000377,48241918,279
"Samsung Laptop",SKU-000378,3485663,537
"Dell Camera",SKU-000379,1049435,32
"Samsung Camera",SKU-000380,16806040,554
"Sony Smartphone",SKU-000381,32231724,563
"Apple Monitor",SKU-000382,33249378,17
"Apple Smartphone",SKU-000383,25084700,310
"Dell Laptop",SKU-000384,2423171,765
"HP Smartphone",SKU-000385,35872260,707
"Dell Tablet",SKU-000386,19953910,407
"Apple Smartphone",SKU-000387,22140081,696
"Dell Laptop",SKU-000388,38733711,547
"Apple Monitor",SKU-000389,22982299,863
"Samsung Smartphone",SKU-000390,24048958,530
"Samsung Laptop",SKU-000391,16338043,168
"Sony Laptop",SKU-000392,32143789,635
"Apple Monitor",SKU-000393,2588634,384
"HP Smartphone",SKU-000394,2343410,470
"Dell Tablet",SKU-000395,43146906,94
"Sony Laptop",SKU-000396,12044893,408
"Samsung Laptop",SKU-000397,28959931,515
"Dell Monitor",SKU-000398,27694601,161
"HP Camera",SKU-000399,4319365,827
"HP Camera",SKU-000400,23816872,54
"Sony Laptop",SKU-000401,45738139,747
"Samsung Camera",SKU-000402,34629415,908
"Samsung Smartphone",SKU-000403,6731546,534
"HP Camera",SKU-000404,1932715,965
"HP Camera",SKU-000405,32268641,493
"Apple Laptop",SKU-000406,48078645,624
"Samsung Monitor",SKU-000407,2062769,225
"Samsung Camera",SKU-000408,47430293,608
"Dell Camera",SKU-000409,39876612,554
"HP Smartphone",SKU-000410,45682640,267
"HP Monitor",SKU-000411,33576069,586
"Dell Monitor",SKU-000412,18739257,897
"Sony Monitor",SKU-000413,38338403,612
"Apple Monitor",SKU-000414,10876622,547
"Sony Monitor",SKU-000415,27681835,430
"Dell Monitor",SKU-000416,32151775,347
"HP Laptop",SKU-000417,10067530,281
"Samsung Monitor",SKU-000418,15953195,345
"Sony Monitor",SKU-000419,6907546,641
"Apple Laptop",SKU-000420,28537589,347
"Dell Monitor",SKU-000421,48733406,840
"Samsung Tablet",SKU-000422,20067227,725
"Sony Monitor",SKU-000423,21454166,116
"HP Camera",SKU-000424,6265256,919
"HP Smartphone",SKU-000425,31250292,285
"Sony Tablet",SKU-000426,24844463,451
"HP Smartphone",SKU-000427,35237654,634
"Dell Laptop",SKU-000428,41999448,117
"Dell Monitor",SKU-000429,41858395,309
"Dell Camera",SKU-000430,10120615,378
"Dell Monitor",SKU-000431,20800729,437
"Apple Smartphone",SKU-000432,25597693,844
"HP Camera",SKU-000433,27972868,712
"Sony Smartphone",SKU-000434,44725479,877
"Apple Smartphone",SKU-000435,6094202,192
"Sony Tablet",SKU-000436,23819359,748
"Sony Camera",SKU-000437,19364598,917
"Dell Monitor",SKU-000438,22723377,503
"Dell Camera",SKU-000439,32891230,707
"Dell Tablet",SKU-000440,47551567,452
"Samsung Tablet",SKU-000441,47226148,569
"Samsung Tablet",SKU-000442,35451969,235
"HP Tablet",SKU-000443,47988072,640
"Apple Camera",SKU-000444,34905388,995
"Apple Monitor",SKU-000445,42575539,790
"Samsung Tablet",SKU-000446,9932106,53
"Samsung Smartphone",SKU-000447,6853662,472
"Samsung Monitor",SKU-000448,42698154,627
"Samsung Laptop",SKU-000449,7139073,279
"Dell Tablet",SKU-000450,2287322,142
"Samsung Tablet",SKU-000451,41819430,222
"Samsung Camera",SKU-000452,48375654,943
"Sony Smartphone",SKU-000453,15160057,228
"HP Tablet",SKU-000454,12688431,983
"HP Tablet",SKU-000455,32311831,647
"HP Monitor",SKU-000456,21777232,195
"Dell Laptop",SKU-000457,18789474,266
"Samsung Monitor",SKU-000458,40719917,670
"Dell Camera",SKU-000459,48405855,778
"HP Laptop",SKU-000460,44782044,682
"Dell Laptop",SKU-000461,24716078,226
"Apple Laptop",SKU-000462,37807820,939
"Samsung Monitor",SKU-000463,14345124,725
"Samsung Laptop",SKU-000464,42489302,264
"HP Monitor",SKU-000465,40496098,230
"Sony Camera",SKU-000466,46626655,101
"Sony Laptop",SKU-000467,21990517,728
"HP Monitor",SKU-000468,25423998,199
"HP Smartphone",SKU-000469,20557314,937
"Apple Tablet",SKU-000470,15723402,832
"Samsung Monitor",SKU-000471,49980103,433
"HP Laptop",SKU-000472,22492714,423
"Samsung Laptop",SKU-000473,42487999,859
"Samsung Tablet",SKU-000474,43002768,265
"HP Camera",SKU-000475,7130510,597
"Samsung Monitor",SKU-000476,39107921,518
"Samsung Smartphone",SKU-000477,29839823,106
"Sony Monitor",SKU-000478,35946364,982
"HP Monitor",SKU-000479,29455405,492
"HP Smartphone",SKU-000480,24386971,607
"Dell Monitor",SKU-000481,34567056,983
"HP Tablet",SKU-000482,20214614,577
"Apple Monitor",SKU-000483,32788223,163
"Samsung Smartphone",SKU-000484,31897570,906
"Apple Laptop",SKU-000485,28765757,460
"HP Laptop",SKU-000486,24861060,234
"Apple Laptop",SKU-000487,40955462,741
"Apple Laptop",SKU-000488,9363474,542
"Sony Smartphone",SKU-000489,6540416,423
"Samsung Monitor",SKU-000490,35852551,472
"Apple Camera",SKU-000491,44604367,207
"Sony Tablet",SKU-000492,28587831,512
"Samsung Tablet",SKU-000493,1127405,708
"Samsung Camera",SKU-000494,42382622,756
"Sony Tablet",SKU-000495,1469806,949
"Apple Camera",SKU-000496,45192222,711
"Sony Smartphone",SKU-000497,35494419,185
"Dell Camera",SKU-000498,26599364,676
"Dell Smartphone",SKU-000499,30406568,65
"Dell Camera",SKU-000500,39466916,404
"Dell Laptop",SKU-000501,46154238,343
"HP Laptop",SKU-000502,39375612,157
"Dell Tablet",SKU-000503,12635043,576
"Dell Camera",SKU-000504,9194050,803
"Dell Monitor",SKU-000505,35002098,62
"Sony Smartphone",SKU-000506,39241693,351
"Sony Laptop",SKU-000507,37412748,912
"Apple Laptop",SKU-000508,34678391,801
"Dell Monitor",SKU-000509,41303659,698
"Dell Smartphone",SKU-000510,43263047,546
"Samsung Tablet",SKU-000511,7442116,212
"Apple Camera",SKU-000512,21961434,565
"HP Tablet",SKU-000513,23457197,317
"Samsung Monitor",SKU-000514,19759574,95
"HP Tablet",SKU-000515,33594330,654
"Apple Smartphone",SKU-000516,12096221,442
"Samsung Camera",SKU-000517,11862949,122
"Dell Smartphone",SKU-000518,13842101,517
"Sony Smartphone",SKU-000519,28523185,435
"Dell Tablet",SKU-000520,32301045,774
"Dell Tablet",SKU-000521,30153495,219
"Sony Camera",SKU-000522,13707853,147
"HP Laptop",SKU-000523,27611927,456
"Samsung Smartphone",SKU-000524,3186785,410
"Sony Camera",SKU-000525,38432638,842
"Apple Smartphone",SKU-000526,7069296,469
"Apple Tablet",SKU-000527,24228349,573
"Samsung Tablet",SKU-000528,12138691,172
"Samsung Monitor",SKU-000529,14884581,882
"Dell Tablet",SKU-000530,12008203,964
"Sony Smartphone",SKU-000531,24073000,540
"HP Laptop",SKU-000532,22539834,34
"HP Laptop",SKU-000533,21680144,577
"Samsung Tablet",SKU-000534,18099063,122
"Apple Tablet",SKU-000535,8116992,766
"Samsung Camera",SKU-000536,47867921,430
"HP Smartphone",SKU-000537,7489790,336
"Samsung Smartphone",SKU-000538,24890979,455
"Apple Camera",SKU-000539,15406294,455
"Sony Camera",SKU-000540,26334502,595
"HP Laptop",SKU-000541,37322477,178
"Samsung Laptop",SKU-000542,35591596,280
"Sony Monitor",SKU-000543,2960188,843
"Samsung Smartphone",SKU-000544,21987236,426
"Dell Tablet",SKU-000545,47494758,758
"Samsung Tablet",SKU-000546,48204355,221
"Apple Camera",SKU-000547,30029819,230
"Apple Camera",SKU-000548,22002949,357
"Sony Laptop",SKU-000549,10886029,871
"Dell Tablet",SKU-000550,29040605,915
"Dell Smartphone",SKU-000551,8829562,678
"HP Laptop",SKU-000552,8460229,271
"Apple Tablet",SKU-000553,31899118,937
"HP Tablet",SKU-000554,9419561,592
"Sony Monitor",SKU-000555,8039198,64
"HP Smartphone",SKU-000556,5300958,169
"Samsung Smartphone",SKU-000557,1117392,362
"Apple Laptop",SKU-000558,23235587,996
"Sony Camera",SKU-000559,40194738,273
"Samsung Smartphone",SKU-000560,15924493,341
"HP Smartphone",SKU-000561,41191681,633
"Sony Monitor",SKU-000562,11612078,4
"Dell Monitor",SKU-000563,4707871,510
"Samsung Laptop",SKU-000564,39796903,250
"Sony Tablet",SKU-000565,42635765,269
"Dell Laptop",SKU-000566,27261508,840
"Sony Tablet",SKU-000567,25621711,563
"Samsung Tablet",SKU-000568,29499257,685
"HP Tablet",SKU-000569,6689146,344
"Dell Tablet",SKU-000570,3391565,166
"Dell Monitor",SKU-000571,4365740,943
"HP Monitor",SKU-000572,16214288,136
"Dell Monitor",SKU-000573,32283209,567
"Sony Smartphone",SKU-000574,3768615,102
"Apple Tablet",SKU-000575,29566073,793
"HP Monitor",SKU-000576,23754963,659
"Apple Smartphone",SKU-000577,37611859,586
"HP Tablet",SKU-000578,18905707,164
"Samsung Camera",SKU-000579,33316195,432
"Samsung Smartphone",SKU-000580,28869983,128
"Sony Monitor",SKU-000581,2749064,470
"Sony Tablet",SKU-000582,17181376,396
"Sony Laptop",SKU-000583,14866178,724
"Apple Monitor",SKU-000584,25325354,282
"Samsung Monitor",SKU-000585,7053442,561
"Dell Tablet",SKU-000586,48941391,637
"Samsung Camera",SKU-000587,29343823,666
"Apple Laptop",SKU-000588,22641630,550
"Sony Smartphone",SKU-000589,21414644,277
"Sony Camera",SKU-000590,42374426,281
"HP Laptop",SKU-000591,32362664,824
"Samsung Tablet",SKU-000592,14017420,301
"Apple Smartphone",SKU-000593,14646184,710
"Sony Laptop",SKU-000594,46982431,663
"HP Tablet",SKU-000595,27015520,873
"Dell Tablet",SKU-000596,44497578,96
"Apple Smartphone",SKU-000597,49610288,197
"HP Laptop",SKU-000598,14341467,173
"Samsung Monitor",SKU-000599,9245318,932
"Dell Camera",SKU-000600,14666650,222
"Apple Camera",SKU-000601,24595039,684
"HP Smartphone",SKU-000602,9847564,665
"Sony Monitor",SKU-000603,11803268,877
"HP Laptop",SKU-000604,37334674,818
"HP Smartphone",SKU-000605,9556314,151
"Sony Monitor",SKU-000606,27686970,555
"Dell Monitor",SKU-000607,37353873,630
"Apple Monitor",SKU-000608,16011477,421
"Dell Camera",SKU-000609,39789272,423
"Sony Tablet",SKU-000610,27166505,318
"Apple Laptop",SKU-000611,14294453,26
"Samsung Camera",SKU-000612,24279095,132
"Apple Tablet",SKU-000613,44280832,98
"Samsung Laptop",SKU-000614,36004266,118
"Sony Smartphone",SKU-000615,37929691,194
"Samsung Tablet",SKU-000616,11340053,431
"Apple Monitor",SKU-000617,4526707,123
"HP Smartphone",SKU-000618,4972853,819
"Sony Laptop",SKU-000619,21961543,462
"HP Monitor",SKU-000620,12997356,3
"Dell Monitor",SKU-000621,25292457,353
"Samsung Camera",SKU-000622,38022180,180
"HP Tablet",SKU-000623,38957397,591
"Sony Smartphone",SKU-000624,47925320,901
"Apple Monitor",SKU-000625,5357281,111
"Sony Laptop",SKU-000626,10681966,742
"Sony Camera",SKU-000627,15289500,804
"HP Camera",SKU-000628,8044965,310
"Dell Camera",SKU-000629,24378664,77
"Samsung Tablet",SKU-000630,18383953,634
"HP Camera",SKU-000631,18614306,490
"Apple Monitor",SKU-000632,42022596,208
"Apple Monitor",SKU-000633,10566045,567
"Samsung Laptop",SKU-000634,38986534,137
"HP Smartphone",SKU-000635,32624701,753
