name,sku,price,stock
"Dell Smartphone",SKU-000067,15584828,772
"Samsung Monitor",SKU-000068,17114049,435
"Apple Monitor",SKU-000069,34560900,23
"Dell Monitor",SKU-000070,49902790,203
"Samsung Tablet",SKU-000071,41403712,702
"Samsung Smartphone",SKU-000072,18081442,532
"Samsung Camera",SKU-000073,11507563,410
"HP Tablet",SKU-000074,27040833,695
"Samsung Tablet",SKU-000075,16449517,517
"Sony Camera",SKU-000076,35836617,792
"Apple Smartphone",SKU-000077,19219593,718
"Dell Smartphone",SKU-000078,6323752,812
"Sony Laptop",SKU-000079,41878457,207
"Apple Camera",SKU-000080,22569305,575
"Sony Camera",SKU-000081,24294682,114
"Apple Laptop",SKU-000082,46381333,625
"Dell Camera",SKU-000083,29403318,488
"Apple Smartphone",SKU-000084,22101594,206
"Apple Laptop",SKU-000085,2088024,511
"HP Smartphone",SKU-000086,32009163,796
"Dell Laptop",SKU-000087,23011310,257
"HP Smartphone",SKU-000088,41470948,997
"Dell Laptop",SKU-000089,29644384,43
"Dell Camera",SKU-000090,9357391,515
"Samsung Monitor",SKU-000091,6448637,651
"Samsung Tablet",SKU-000092,24929115,157
"HP Tablet",SKU-000093,34220639,686
"Apple Monitor",SKU-000094,4357954,643
"Apple Camera",SKU-000095,30653874,496
"Sony Monitor",SKU-000096,43447335,787
"Dell Tablet",SKU-000097,20508351,925
"HP Laptop",SKU-000098,15037750,699
"HP Laptop",SKU-000099,31382619,232
"Sony Smartphone",SKU-000100,11547831,336
"Samsung Camera",SKU-000101,16579212,359
"Sony Tablet",SKU-000102,2603312,912
"Sony Tablet",SKU-000103,38687447,257
"HP Laptop",SKU-000104,45591903,561
"Apple Camera",SKU-000105,6623916,553
"HP Laptop",SKU-000106,40324697,806
"Samsung Camera",SKU-000107,33079049,348
"Sony Smartphone",SKU-000108,3293280,700
"HP Smartphone",SKU-000109,11387664,600
"HP Laptop",SKU-000110,46535465,243
"Samsung Laptop",SKU-000111,30235954,860
"Sony Camera",SKU-000112,6966028,608
"Samsung Laptop",SKU-000113,7203165,183
"Samsung Tablet",SKU-000114,16868394,13
"HP Laptop",SKU-000115,14060290,630
"Sony Laptop",SKU-000116,9788942,423
"Samsung Smartphone",SKU-000117,23745325,226
"Dell Smartphone",SKU-000118,47283116,304
"Apple Tablet",SKU-000119,13036147,766
"HP Monitor",SKU-000120,31098391,718
"Dell Tablet",SKU-000121,34493209,440
"Dell Camera",SKU-000122,4574257,322
"Apple Camera",SKU-000123,4436920,750
"Sony Laptop",SKU-000124,1435077,844
"HP Monitor",SKU-000125,29659255,861
"Dell Laptop",SKU-000126,2529445,949
"Sony Tablet",SKU-000127,34039818,959
"HP Tablet",SKU-000128,5152125,1000
"Apple Camera",SKU-000129,4545494,349
"Sony Smartphone",SKU-000130,12888710,830
"Dell Monitor",SKU-000131,27326792,232
"Apple Camera",SKU-000132,14401869,842
"Sony Laptop",SKU-000133,37628338,658
"Sony Laptop",SKU-000134,34863147,103
"Dell Laptop",SKU-000135,27812090,759
"Dell Monitor",SKU-000136,31038404,410
"HP Smartphone",SKU-000137,39713591,408
"Samsung Camera",SKU-000138,9728058,249
"Dell Laptop",SKU-000139,47115244,248
"Dell Smartphone",SKU-000140,20170500,863
"Apple Camera",SKU-000141,11686719,449
"Dell Camera",SKU-000142,26012064,797
"Apple Camera",SKU-000143,2787590,489
"HP Tablet",SKU-000144,49262912,109
"Dell Camera",SKU-000145,26321547,408
"Samsung Tablet",SKU-000146,5486720,984
"Samsung Laptop",SKU-000147,30967327,769
"Apple Laptop",SKU-000148,24483880,723
"Samsung Tablet",SKU-000149,23367706,720
"HP Camera",SKU-000150,13946239,175
"Sony Monitor",SKU-000151,28515270,510
"Apple Camera",SKU-000152,1977504,541
"Dell Smartphone",SKU-000153,19414463,339
"Apple Laptop",SKU-000154,4804123,85
"Dell Tablet",SKU-000155,11153178,903
"Sony Monitor",SKU-000156,13993359,209
"Sony Laptop",SKU-000157,36533355,70
"Dell Laptop",SKU-000158,49448547,973
"Samsung Monitor",SKU-000159,42786575,863
"HP Tablet",SKU-000160,37499166,497
"Samsung Laptop",SKU-000161,36281767,655
"Dell Smartphone",SKU-000162,40721395,593
"HP Monitor",SKU-000163,8672824,509
"Sony Camera",SKU-000164,28476017,74
"Dell Camera",SKU-000165,7884161,473
"Sony Camera",SKU-000166,19603492,429
"Samsung Tablet",SKU-000167,36152449,256
"Samsung Laptop",SKU-000168,36704588,756
"Dell Smartphone",SKU-000169,33692423,650
"Apple Smartphone",SKU-000170,32014425,443
"Apple Laptop",SKU-000171,35900966,570
"Dell Laptop",SKU-000172,6202034,975
"Apple Laptop",SKU-000173,22104944,599
"Apple Monitor",SKU-000174,45717752,886
"Dell Monitor",SKU-000175,5104332,698
"Dell Monitor",SKU-000176,46142578,825
"Sony Tablet",SKU-000177,7939786,670
"Dell Monitor",SKU-000178,25057659,25
"Dell Monitor",SKU-000179,31019292,19
"Samsung Monitor",SKU-000180,43205825,724
"Samsung Camera",SKU-000181,36051700,811
"HP Smartphone",SKU-000182,46326611,619
"Samsung Camera",SKU-000183,12082020,636
"Samsung Tablet",SKU-000184,4297441,406
"Dell Laptop",SKU-000185,41258963,355
"Sony Tablet",SKU-000186,36978441,262
"Sony Monitor",SKU-000187,13844233,973
"HP Tablet",SKU-000188,9058651,739
"Apple Monitor",SKU-000189,32769351,569
"Apple Laptop",SKU-000190,6299507,209
"Sony Tablet",SKU-000191,42686219,761
"Dell Monitor",SKU-000192,11049461,440
"HP Camera",SKU-000193,26414918,156
"Sony Camera",SKU-000194,24960753,290
"Samsung Smartphone",SKU-000195,12376182,346
"Dell Smartphone",SKU-000196,17135570,842
"HP Smartphone",SKU-000197,27222686,840
"Sony Monitor",SKU-000198,11345290,489
"Sony Laptop",SKU-000199,9584532,402
"Sony Tablet",SKU-000200,37755781,663
"Samsung Monitor",SKU-000201,36174552,77
"Sony Tablet",SKU-000202,32632406,773
"Sony Smartphone",SKU-000203,40495857,568
"Dell Monitor",SKU-000204,37341758,928
"Dell Camera",SKU-000205,27345647,770
"Samsung Laptop",SKU-000206,39681614,408
"Dell Laptop",SKU-000207,32056944,200
"Sony Camera",SKU-000208,13390840,787
"Apple Monitor",SKU-000209,34744967,426
"Samsung Tablet",SKU-000210,33002217,823
"Dell Laptop",SKU-000211,46791055,978
"Apple Camera",SKU-000212,39859465,519
"Samsung Monitor",SKU-000213,35411275,397
"Dell Laptop",SKU-000214,32664479,288
"Dell Smartphone",SKU-000215,22203461,735
"Sony Monitor",SKU-000216,14852070,748
"Samsung Camera",SKU-000217,45977886,135
"Sony Laptop",SKU-000218,17511635,358
"Samsung Camera",SKU-000219,26841756,156
"Sony Monitor",SKU-000220,15031691,632
"Sony Camera",SKU-000221,19125308,801
"Dell Camera",SKU-000222,9899427,804
"Sony Laptop",SKU-000223,31037241,257
"Sony Camera",SKU-000224,46662152,495
"Samsung Camera",SKU-000225,45369670,429
"HP Smartphone",SKU-000226,46361578,697
"Sony Laptop",SKU-000227,27384786,424
"Dell Camera",SKU-000228,27368026,847
"Apple Tablet",SKU-000229,25443826,360
"Samsung Camera",SKU-000230,3149561,837
"Sony Laptop",SKU-000231,6339392,882
"Dell Laptop",SKU-000232,4110955,228
"Apple Camera",SKU-000233,48089298,995
"Apple Tablet",SKU-000234,35398324,895
"Samsung Laptop",SKU-000235,20901060,901
"Sony Monitor",SKU-000236,37223044,239
"Sony Monitor",SKU-000237,2422910,121
"Apple Tablet",SKU-000238,10859861,767
"Samsung Laptop",SKU-000239,12029999,797
"Apple Smartphone",SKU-000240,42564408,789
"Sony Laptop",SKU-000241,44952041,197
"Samsung Laptop",SKU-000242,13678229,478
"Dell Laptop",SKU-000243,11335073,951
"Samsung Tablet",SKU-000244,48333232,879
"HP Tablet",SKU-000245,18022511,470
"Apple Monitor",SKU-000246,32511866,212
"Apple Tablet",SKU-000247,16662761,310
"Sony Tablet",SKU-000248,18349723,636
"Samsung Tablet",SKU-000249,2019499,406
"Dell Tablet",SKU-000250,37898505,895
"Dell Monitor",SKU-000251,17814807,316
"Sony Smartphone",SKU-000252,18153849,705
"Samsung Smartphone",SKU-000253,36943123,541
"Dell Laptop",SKU-000254,29316597,100
"Samsung Monitor",SKU-000255,45369475,314
"Dell Smartphone",SKU-000256,35857040,38
"Apple Smartphone",SKU-000257,46643971,171
"Apple Monitor",SKU-000258,48569678,679
"Sony Smartphone",SKU-000259,9691894,857
"Dell Monitor",SKU-000260,39848856,487
"Sony Tablet",SKU-000261,38568657,987
"Samsung Smartphone",SKU-000262,14313355,116
"Dell Smartphone",SKU-000263,19076932,394
"Apple Laptop",SKU-000264,37821470,70
"HP Laptop",SKU-000265,24823385,862
"Sony Smartphone",SKU-000266,37551574,998
"HP Smartphone",SKU-000267,37998201,190
"Dell Monitor",SKU-000268,16230123,442
"Sony Camera",SKU-000269,36191131,829
"Samsung Tablet",SKU-000270,32890561,359
"Apple Tablet",SKU-000271,39655906,998
"Dell Smartphone",SKU-000272,25937971,154
"Dell Camera",SKU-000273,40363672,955
"Samsung Smartphone",SKU-000274,37723779,313
"Dell Smartphone",SKU-000275,39984556,104
"Samsung Monitor",SKU-000276,32314389,978
"Samsung Camera",SKU-000277,28513957,979
"Apple Tablet",SKU-000278,30726211,966
"HP Monitor",SKU-000279,45018606,704
"Sony Monitor",SKU-000280,22281873,483
"Apple Laptop",SKU-000281,45246016,237
"Apple Tablet",SKU-000282,27424871,961
"Samsung Tablet",SKU-000283,12860473,860
"Sony Smartphone",SKU-000284,30290194,900
"Apple Tablet",SKU-000285,29521924,682
"Sony Laptop",SKU-000286,43477256,842
"Samsung Tablet",SKU-000287,46993188,99
"Samsung Camera",SKU-000288,48271494,733
"Dell Camera",SKU-000289,11001344,768
"Apple Laptop",SKU-000290,25500314,816
"HP Monitor",SKU-000291,44697921,277
"Dell Smartphone",SKU-000292,2206102,219
"Sony Smartphone",SKU-000293,17724050,275
"Dell Tablet",SKU-000294,31938068,938
"HP Camera",SKU-000295,40454389,896
"Dell Smartphone",SKU-000296,1258598,855
"Sony Camera",SKU-000297,24038203,95
"Sony Camera",SKU-000298,34433862,886
"Sony Tablet",SKU-000299,22723320,820
"Samsung Laptop",SKU-000300,43434225,83
"HP Smartphone",SKU-000301,25129272,459
"Samsung Monitor",SKU-000302,41147349,25
"Apple Camera",SKU-000303,13722765,488
"Samsung Smartphone",SKU-000304,12786289,659
"Sony Laptop",SKU-000305,24552768,286
"Dell Tablet",SKU-000306,25800530,406
"Dell Monitor",SKU-000307,21653675,780
"Sony Laptop",SKU-000308,40755580,909
"Samsung Smartphone",SKU-000309,47346761,927
"Dell Tablet",SKU-000310,13330390,770
"Dell Laptop",SKU-000311,37345282,421
"Dell Laptop",SKU-000312,47776604,108
"Samsung Smartphone",SKU-000313,40892434,320
"Sony Tablet",SKU-000314,1283765,158
"HP Laptop",SKU-000315,29033339,341
"Samsung Laptop",SKU-000316,15831223,359
"Sony Smartphone",SKU-000317,8844514,536
"HP Tablet",SKU-000318,25713799,157
"Sony Smartphone",SKU-000319,49088975,398
"Samsung Monitor",SKU-000320,21454988,427
"Apple Laptop",SKU-000321,44762278,185
"Samsung Smartphone",SKU-000322,6080083,772
"Sony Monitor",SKU-000323,22099138,590
"Apple Monitor",SKU-000324,20653565,574
"Apple Camera",SKU-000325,21795950,323
"Apple Tablet",SKU-000326,6627204,528
"HP Tablet",SKU-000327,45801873,868
"Apple Monitor",SKU-000328,6982481,350
"Apple Tablet",SKU-000329,43126669,955
"Sony Smartphone",SKU-000330,16346643,931
"Sony Tablet",SKU-000331,48641524,434
"HP Camera",SKU-000332,7950314,473
"Dell Laptop",SKU-000333,19952935,397
"Apple Camera",SKU-000334,48043191,422
"HP Tablet",SKU-000335,37688002,967
"Apple Smartphone",SKU-000336,13781083,952
"Dell Camera",SKU-000337,8116324,631
"Apple Camera",SKU-000338,1807350,104
"Sony Smartphone",SKU-000339,22899781,726
"Samsung Tablet",SKU-000340,15190952,359
"Sony Laptop",SKU-000341,44668448,322
"Dell Smartphone",SKU-000342,20819328,889
"Dell Laptop",SKU-000343,1204705,88
"Sony Camera",SKU-000344,35945243,168
"Dell Smartphone",SKU-000345,43737390,713
"HP Camera",SKU-000346,32962293,996
"HP Camera",SKU-000347,1381066,183
"Sony Laptop",SKU-000348,6550136,224
"Sony Laptop",SKU-000349,47686576,989
"Samsung Monitor",SKU-000350,37053371,12
"Samsung Tablet",SKU-000351,12568828,524
"Apple Tablet",SKU-000352,29605407,952
"Sony Tablet",SKU-000353,38666975,683
"Apple Camera",SKU-000354,32701040,642
"Apple Tablet",SKU-000355,22709191,532
"Dell Laptop",SKU-000356,35604647,730
"Dell Monitor",SKU-000357,10987534,336
"Samsung Tablet",SKU-000358,26969035,988
"HP Laptop",SKU-000359,48904514,376
"Samsung Camera",SKU-000360,23754437,122
"Apple Camera",SKU-000361,12577361,498
"HP Monitor",SKU-000362,23660227,425
"Sony Monitor",SKU-000363,3047915,950
"Dell Camera",SKU-000364,47832255,259
"Dell Smartphone",SKU-000365,31213384,226
"Samsung Monitor",SKU-000366,39101416,878
"Samsung Laptop",SKU-000367,37606817,744
"Apple Laptop",SKU-000368,21918132,51
"HP Monitor",SKU-000369,48665206,116
"HP Tablet",SKU-000370,29207829,173
"HP Smartphone",SKU-000371,7334444,989
"Samsung Smartphone",SKU-000372,21518620,142
"HP Tablet",SKU-000373,18402796,161
"Samsung Smartphone",SKU-000374,46919709,705
"HP Laptop",SKU-000375,19354106,35
"Samsung Monitor",SKU-000376,36965152,493
"Samsung Tablet",SKU-000377,29247924,599
"Sony Camera",SKU-000378,37123618,365
"Samsung Monitor",SKU-000379,37814924,24
"Dell Smartphone",SKU-000380,9070686,792
"Apple Laptop",SKU-000381,8193894,614
"Dell Monitor",SKU-000382,39446905,280
"Dell Monitor",SKU-000383,39110407,82
"HP Tablet",SKU-000384,14021877,530
"Sony Laptop",SKU-000385,3945646,680
"Sony Camera",SKU-000386,7927146,931
"Samsung Laptop",SKU-000387,10128155,494
"HP Laptop",SKU-000388,30687180,289
"Sony Monitor",SKU-000389,35271745,134
"HP Camera",SKU-000390,26412069,232
"Apple Camera",SKU-000391,9343624,27
"Samsung Laptop",SKU-000392,8737918,248
"Apple Laptop",SKU-000393,10046487,860
"Sony Laptop",SKU-000394,39345637,213
"Dell Smartphone",SKU-000395,48382729,698
"HP Laptop",SKU-000396,9175382,711
"Dell Tablet",SKU-000397,8285422,113
"Apple Laptop",SKU-000398,33851888,284
"Dell Smartphone",SKU-000399,7099842,878
"HP Tablet",SKU-000400,5584212,466
"Dell Monitor",SKU-000401,20972040,879
"Sony Smartphone",SKU-000402,34180430,205
"Sony Monitor",SKU-000403,34687926,982
"Dell Monitor",SKU-000404,6664281,795
"Samsung Laptop",SKU-000405,23681224,111
"HP Laptop",SKU-000406,22242691,159
"Samsung Tablet",SKU-000407,45244942,452
"Samsung Camera",SKU-000408,35981059,792
"Samsung Tablet",SKU-000409,12356126,333
"HP Tablet",SKU-000410,27389111,322
"Sony Tablet",SKU-000411,19258884,263
"Sony Camera",SKU-000412,46570748,18
"Dell Laptop",SKU-000413,6757082,680
"HP Smartphone",SKU-000414,35775295,355
"HP Tablet",SKU-000415,29096837,236
"Sony Camera",SKU-000416,16695566,79
"Apple Camera",SKU-000417,20965025,698
"Samsung Monitor",SKU-000418,39021289,451
"HP Laptop",SKU-000419,1241854,149
"Apple Smartphone",SKU-000420,35846280,258
"Samsung Monitor",SKU-000421,10311862,40
"Samsung Laptop",SKU-000422,4944797,994
"Apple Laptop",SKU-000423,9142076,904
"Samsung Laptop",SKU-000424,16188221,144
"Apple Smartphone",SKU-000425,42623881,769
"Sony Monitor",SKU-000426,41074871,646
"Samsung Smartphone",SKU-000427,38113649,734
"Dell Tablet",SKU-000428,24865646,657
"Apple Monitor",SKU-000429,23431317,773
"HP Monitor",SKU-000430,21415178,117
"HP Camera",SKU-000431,12431344,401
"Samsung Laptop",SKU-000432,41353562,682
"Apple Monitor",SKU-000433,41612687,896
"Sony Monitor",SKU-000434,31157812,723
"HP Laptop",SKU-000435,14708169,86
"Samsung Camera",SKU-000436,33418770,230
"Sony Tablet",SKU-000437,16930502,232
"Sony Tablet",SKU-000438,34059206,745
"Sony Smartphone",SKU-000439,37190172,178
"Samsung Camera",SKU-000440,16123351,473
"HP Laptop",SKU-000441,26840557,224
"Samsung Camera",SKU-000442,40662585,476
"Samsung Laptop",SKU-000443,8755906,782
"HP Camera",SKU-000444,37283540,361
"Sony Monitor",SKU-000445,8600971,377
"Sony Camera",SKU-000446,45595968,173
"Samsung Tablet",SKU-000447,48760459,209
"Apple Monitor",SKU-000448,4877079,9
"Dell Smartphone",SKU-000449,18222102,865
"HP Tablet",SKU-000450,33767838,915
"HP Smartphone",SKU-000451,32011198,329
"Samsung Camera",SKU-000452,19508771,975
"Dell Tablet",SKU-000453,48816259,422
"Samsung Laptop",SKU-000454,2873509,404
"Apple Laptop",SKU-000455,9370880,64
"Dell Laptop",SKU-000456,25122280,253
"Apple Laptop",SKU-000457,41215043,736
"Sony Tablet",SKU-000458,32490681,354
"HP Camera",SKU-000459,40931867,409
"Samsung Camera",SKU-000460,11900996,833
"Dell Camera",SKU-000461,4658726,492
"Samsung Camera",SKU-000462,39300131,456
"Apple Laptop",SKU-000463,27763436,883
"Samsung Monitor",SKU-000464,1121965,860
"Apple Tablet",SKU-000465,11659914,548
"HP Monitor",SKU-000466,37297838,918
"HP Smartphone",SKU-000467,30193595,349
"HP Laptop",SKU-000468,9147919,923
"HP Laptop",SKU-000469,43732583,276
"Dell Camera",SKU-000470,26472864,982
"HP Smartphone",SKU-000471,46882840,280
"HP Laptop",SKU-000472,12348531,194
"Dell Camera",SKU-000473,21359792,250
"Sony Monitor",SKU-000474,48434805,67
"Sony Smartphone",SKU-000475,17080487,365
"HP Smartphone",SKU-000476,3116557,784
"Sony Monitor",SKU-000477,22431370,145
"HP Monitor",SKU-000478,41555464,36
"Sony Smartphone",SKU-000479,35379664,548
"Dell Camera",SKU-000480,46481251,423
"Dell Smartphone",SKU-000481,43400359,837
"Sony Laptop",SKU-000482,32021737,853
"Samsung Tablet",SKU-000483,5792113,31
"HP Camera",SKU-000484,39682230,436
"Apple Smartphone",SKU-000485,48582860,718
"Sony Laptop",SKU-000486,3969429,299
"Samsung Tablet",SKU-000487,41602729,469
"Samsung Laptop",SKU-000488,13546841,99
"HP Laptop",SKU-000489,43624424,225
"Dell Laptop",SKU-000490,27237814,56
"HP Tablet",SKU-000491,1392737,521
"Dell Laptop",SKU-000492,11650981,654
"Apple Smartphone",SKU-000493,5988748,804
"Dell Camera",SKU-000494,49838730,792
"Sony Camera",SKU-000495,39477337,552
"Samsung Laptop",SKU-000496,49664101,34
"Sony Tablet",SKU-000497,9311078,555
"Sony Smartphone",SKU-000498,47094113,639
"Sony Smartphone",SKU-000499,31011077,598
"Samsung Laptop",SKU-000500,1327916,503
"Dell Smartphone",SKU-000501,23372122,605
"Sony Camera",SKU-000502,41105710,161
"HP Monitor",SKU-000503,38939339,789
"Sony Laptop",SKU-000504,32135526,66
"Sony Camera",SKU-000505,25324016,870
"HP Tablet",SKU-000506,25378860,732
"HP Laptop",SKU-000507,28761289,923
"Samsung Monitor",SKU-000508,12625217,408
"Samsung Monitor",SKU-000509,17945973,714
"Dell Tablet",SKU-000510,28766752,901
"Samsung Laptop",SKU-000511,4869891,11
"Samsung Monitor",SKU-000512,22202636,847
"Apple Monitor",SKU-000513,7355570,788
"Samsung Tablet",SKU-000514,39343913,985
"Apple Tablet",SKU-000515,41339490,961
"Apple Camera",SKU-000516,29672010,642
"Apple Camera",SKU-000517,42361763,306
"Samsung Monitor",SKU-000518,49241889,780
"HP Tablet",SKU-000519,22979787,242
"Samsung Camera",SKU-000520,11550602,620
"Samsung Tablet",SKU-000521,49592460,591
"Apple Tablet",SKU-000522,42148280,785
"Dell Smartphone",SKU-000523,36594289,417
"Dell Monitor",SKU-000524,7578145,391
"HP Laptop",SKU-000525,40199844,808
"Sony Monitor",SKU-000526,25060016,412
"Dell Tablet",SKU-000527,32751638,449
"HP Laptop",SKU-000528,45734517,195
"Dell Smartphone",SKU-000529,8719453,424
"Apple Laptop",SKU-000530,19548254,708
"Apple Laptop",SKU-000531,32239666,947
"HP Smartphone",SKU-000532,9007877,550
"Sony Camera",SKU-000533,36976186,350
"Samsung Monitor",SKU-000534,19299289,516
"Samsung Monitor",SKU-000535,49437476,8
"HP Laptop",SKU-000536,44934035,950
"Dell Camera",SKU-000537,7925402,58
"Samsung Monitor",SKU-000538,8059858,782
"HP Smartphone",SKU-000539,1691116,834
"Sony Monitor",SKU-000540,4203116,349
"Sony Smartphone",SKU-000541,10044638,59
"Dell Monitor",SKU-000542,33842575,138
"Sony Camera",SKU-000543,19472642,428
"Sony Monitor",SKU-000544,37989797,325
"Samsung Laptop",SKU-000545,14497792,885
"Apple Tablet",SKU-000546,8007864,254
"Sony Camera",SKU-000547,48215190,974
"Samsung Monitor",SKU-000548,18993426,496
"Samsung Smartphone",SKU-000549,39389278,934
"Sony Tablet",SKU-000550,28778738,638
"HP Smartphone",SKU-000551,15824901,105
"HP Camera",SKU-000552,2978064,835
"Apple Tablet",SKU-000553,34129373,648
"Sony Smartphone",SKU-000554,14541399,614
"HP Laptop",SKU-000555,35115974,873
"Dell Laptop",SKU-000556,16794136,21
"Samsung Laptop",SKU-000557,26785115,34
"HP Camera",SKU-000558,7746350,45
"HP Smartphone",SKU-000559,5600784,295
"HP Camera",SKU-000560,31694858,83
"Apple Tablet",SKU-000561,1647283,575
"Sony Laptop",SKU-000562,16134785,336
"Sony Laptop",SKU-000563,35899824,518
"Apple Smartphone",SKU-000564,38087659,286
"HP Smartphone",SKU-000565,22199317,723
"Apple Camera",SKU-000566,21149152,894
"Apple Camera",SKU-000567,18205318,137
"Apple Monitor",SKU-000568,26259342,89
"Apple Camera",SKU-000569,13691737,323
"HP Tablet",SKU-000570,21854621,317
"HP Laptop",SKU-000571,41499516,313
"HP Monitor",SKU-000572,19784432,994
"Apple Laptop",SKU-000573,18617459,5
"HP Monitor",SKU-000574,46473391,73
"HP Tablet",SKU-000575,26316788,859
"Apple Smartphone",SKU-000576,20483998,800
"Samsung Camera",SKU-000577,47909399,956
"Sony Tablet",SKU-000578,43614722,722
"HP Monitor",SKU-000579,9608229,909
"Sony Tablet",SKU-000580,9146909,963
"Samsung Smartphone",SKU-000581,31840801,926
"Dell Tablet",SKU-000582,23696531,507
"HP Smartphone",SKU-000583,34937644,303
"Apple Smartphone",SKU-000584,12286975,912
"Samsung Laptop",SKU-000585,8110582,549
"Sony Smartphone",SKU-000586,11571240,373
"Samsung Tablet",SKU-000587,47300119,403
"Dell Laptop",SKU-000588,44356335,973
"Dell Camera",SKU-000589,7147597,85
"Apple Camera",SKU-000590,48694930,443
"HP Tablet",SKU-000591,32993693,351
"Sony Monitor",SKU-000592,44402445,127
"Apple Tablet",SKU-000593,4926289,468
"Dell Tablet",SKU-000594,38616139,776
"Sony Monitor",SKU-000595,29782112,870
"Sony Smartphone",SKU-000596,10958421,372
"Samsung Camera",SKU-000597,2057156,757
"Samsung Camera",SKU-000598,20103504,527
"Apple Smartphone",SKU-000599,44265773,985
"HP Camera",SKU-000600,19482594,532
"Sony Monitor",SKU-000601,4623599,92
"HP Tablet",SKU-000602,2858213,961
"Apple Camera",SKU-000603,12835079,305
"Sony Tablet",SKU-000604,39622733,958
"HP Tablet",SKU-000605,36869999,188
"Sony Camera",SKU-000606,29682704,498
"HP Smartphone",SKU-000607,31017743,851
"Apple Tablet",SKU-000608,28562705,367
"Apple Smartphone",SKU-000609,4119632,591
"Samsung Laptop",SKU-000610,18948551,486
"HP Monitor",SKU-000611,12988203,246
"Dell Laptop",SKU-000612,39347548,523
"Dell Laptop",SKU-000613,7319415,154
"HP Laptop",SKU-000614,31963024,581
"Sony Camera",SKU-000615,5786452,738
"Dell Camera",SKU-000616,44769240,980
"Dell Tablet",SKU-000617,15523762,861
"Dell Monitor",SKU-000618,5500120,339
"Dell Smartphone",SKU-000619,38253524,176
"Sony Monitor",SKU-000620,7517248,559
"Samsung Smartphone",SKU-000621,12029658,819
"Samsung Smartphone",SKU-000622,11334046,449
"Dell Monitor",SKU-000623,38244756,251
"Sony Camera",SKU-000624,33113510,396
"HP Camera",SKU-000625,2292334,981
"Dell Monitor",SKU-000626,31627773,788
"Dell Tablet",SKU-000627,48614947,863
"Apple Laptop",SKU-000628,37499344,333
"Apple Tablet",SKU-000629,11578477,979
"Apple Smartphone",SKU-000630,17036972,909
"Sony Tablet",SKU-000631,37659461,375
"Sony Monitor",SKU-000632,43176543,631
"Samsung Camera",SKU-000633,22758863,589
"Sony Tablet",SKU-000634,32066841,174
"HP Tablet",SKU-000635,21946845,748
